fiscal_year,agency_name,payee_name,payee_cleaned,payee_zip,amount
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ATTAINMENT COMPANY,ATTAINMENT COMPANY,53593,140676.86
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"AUTOMATIC NURSING CARE SERVICES, INC","AUTOMATIC NURSING CARE SERVICES, INC",20912,174366.91
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,AUTOMOTIVE SUPPORT SERVICES INC,AUTOMOTIVE SUPPORT SERVICES INC,20868,46571
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,AVANT ASSESSMENT LLC,AVANT ASSESSMENT LLC,97401,44987.8
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,AZTECH DATASYSTEMS INC,AZTECH DATASYSTEMS INC,17403,94053.91
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,B & H FOTO & ELECTRONICS CORP,B & H FOTO & ELECTRONICS CORP,10087,113278.91
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,B W WILSON PAPER COMPANY INC,B.W. WILSON PAPER COMPANY INC.,23230,121708.09
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,B&B CONCEPTS INC,B&B CONCEPTS INC,21771,172551.23
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"B. W. WILSON PAPER COMPANY, INC.",B.W. WILSON PAPER COMPANY INC.,23230,52100.42
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BALDWIN LINE CONSTRUCTION OF MARYLAND INC,BALDWIN LINE CONSTRUCTION OF MARYLAND INC,21075,97977.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BALTIMORE LAB SCHOOL INC,BALTIMORE LAB SCHOOL INC,21218,58106.7
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BANC OF AMERICA PUBLIC CAPITAL CORP,BANC OF AMERICA PUBLIC CAPITAL CORP,30384,43266302.71
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BARNES & NOBLE BOOKSELLERS INC,BARNES & NOBLE BOOKSELLERS INC.,75395,63550.57
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"BARNES & NOBLE BOOKSELLERS, INC.",BARNES & NOBLE BOOKSELLERS INC.,75395,53967.67
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BATES TRUCKING COMPANY INC,BATES TRUCKING COMPANY INC.,20710,339146.36
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"BATES TRUCKING COMPANY, INC.",BATES TRUCKING COMPANY INC.,20710,175835
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BE GLAD LLC,BE GLAD LLC,95117,167500
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BELL TECHLOGIX INC,BELL TECHLOGIX INC,19182,2385114.71
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BENCHMARK EDUCATION COMPANY LLC,BENCHMARK EDUCATION COMPANY LLC,10801,12238143.78
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BENEDICTINE SCHOOL,BENEDICTINE SCHOOL,21660,1415276.32
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BENEFIT STRATEGIES LLC,BENEFIT STRATEGIES LLC,03105,8985605.23
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BEST PLUMBING SPECIALTIES INC,BEST PLUMBING SPECIALTIES INC,21773,63384.65
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BGE,BGE,19101,452734.73
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BLACKBOARD INC,BLACKBOARD INC.,46240,376950
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,21244,228425.65
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BOARD OF EDUCATION PRINCE GEORGE'S,BOARD OF EDUCATION PRINCE GEORGE'S,20772,169466.4
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BOBS OVERHEAD DOOR REPAIR & SERVICE INC,BOBS OVERHEAD DOOR REPAIR & SERVICE INC,21221,83027.34
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BOILER & FURNACE CLEANERS INC,BOILER & FURNACE CLEANERS INC,20722,118396.02
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BOLAND TRANE SERVICES INC,BOLAND TRANE SERVICES INC,20153,589581.17
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BOWIE STATE UNIVERSITY,BOWIE STATE UNIVERSITY,20715,51535.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BOWINGS & HUBER LLC,BOWINGS & HUBER LLC,21074,425936.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BOWMAN SALES & EQUIPMENT INC,BOWMAN SALES & EQUIPMENT INC,21795,95256.42
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BRIGGS CHANEY WALK IN CLINIC LLC,BRIGGS CHANEY WALK IN CLINIC LLC,20904,30815
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BRIGHTVIEW HOLDINGS INC,BRIGHTVIEW HOLDINGS INC,30374,140385.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BRINJAC ENGINEERING INC- A NELSON COMPANY,BRINJAC ENGINEERING INC.,19182,87678.75
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BROADCAST PIX INC,BROADCAST PIX INC,01821,27747.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BROOK LANE HEALTH SERVICES INC,BROOK LANE HEALTH SERVICES INC,21742,2037020.25
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BSOFT LLC,BSOFT LLC,66053,38900
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BUCH CONSTRUCTION INC,BUCH CONSTRUCTION INC,20723,4482854
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BUILDING DYNAMICS LLC,BUILDING DYNAMICS LLC,20832,205373.25
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BUNN LLC,BUNN LLC,20850,178907.55
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"BURDETTE, KOEHLER, MURPHY & ASSOCIATES INC","BURDETTE, KOEHLER, MURPHY & ASSOCIATES INC",21209,300773.85
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"BURKE SPORTS CONSTRUCTION GROUP, INC.",BURKE SPORTS CONSTRUCTION GROUP INC.,33172,105558.07
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BUS PATROL AMERICA LLC,BUS PATROL AMERICA LLC,22079,415545.4
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BUSINESS SOFTWARE INC,BUSINESS SOFTWARE INC,30092,32048.45
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,BUSY SERVICE INC,BUSY SERVICE INC,20882,56992
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,C. ARCHER AND ASSOCIATES,C. ARCHER AND ASSOCIATES LLC,17070,23357
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,C. ARCHER AND ASSOCIATES LLC,C. ARCHER AND ASSOCIATES LLC,17070,54553
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,C. N. ROBINSON LIGHTING SUPPLY CO INC,C. N. ROBINSON LIGHTING SUPPLY CO INC,21264,104036.85
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CA INC,CA INC,19178,83174
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CALFED FINANCIAL CORP,CALFED FINANCIAL CORP,46063,210414.68
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CALVERT COUNTY PUBLIC SCHOOLS,CALVERT COUNTY PUBLIC SCHOOLS,20678,40835
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CANON FINANCIAL SERVICES INC,CANON FINANCIAL SERVICES INC,60693,208807.82
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CANON SOLUTIONS AMERICA INC,CANON SOLUTIONS AMERICA INC,60693,75112.75
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CAPITOL DOCUMENT SOLUTIONS LLC,CAPITOL DOCUMENT SOLUTIONS LLC,20852,343604.08
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CARE.COM INC,CARE.COM INC,78746,85000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CARGILL KITCHEN SOLUTIONS INC,CARGILL KITCHEN SOLUTIONS INC,02241,165419.4
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"CARNEY, KELEHAN, BRESLER, BENNETT & SCHERR LLP","CARNEY, KELEHAN, BRESLER, BENNETT & SCHERR LLP",21044,897669.27
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CAROLINA BIOLOGICAL SUPPLY CO,CAROLINA BIOLOGICAL SUPPLY CO,28260,43846.25
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CATAPULT LEARNING LLC,CATAPULT LEARNING LLC,07101,4494
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CATAPULT LEARNING LLC *CARES & TITLE III PURCHASES ONLY,CATAPULT LEARNING LLC,07101,78622.7
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CDW GOVERNMENT LLC,CDW GOVERNMENT LLC,60675,628101.03
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CDW LLC,CDW LLC,60675,53466586.66
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CEDAR RIDGE CHILDREN'S HOME & SCHOOL INC,CEDAR RIDGE CHILDREN'S HOME & SCHOOL INC,21795,59045.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CENGAGE LEARNING INC,CENGAGE LEARNING INC.,31193,171219.43
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"CENGAGE LEARNING, INC.",CENGAGE LEARNING INC.,31193,60977.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CENTER FOR AUTISM AND RELATED DISORDERS LLC,CENTER FOR AUTISM AND RELATED DISORDERS LLC,91367,90852.05
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CENTERPOINT EDUCATION SOLUTIONS,CENTERPOINT EDUCATION SOLUTIONS,20005,283900
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CENTRAL JERSEY OFFICE EQUIPMENT INC.,CENTRAL JERSEY OFFICE EQUIPMENT INC.,07728,83035.93
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CHELSEA SCHOOL,CHELSEA SCHOOL,20782,367463.4
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"CHEONG, AMANDA","CHEONG, AMANDA",21045,335035.48
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CHESAPEAKE COMMUNICATIONS INC,CHESAPEAKE COMMUNICATIONS INC,23236,102984.88
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CHESAPEAKE MEDICAL STAFFING INC,CHESAPEAKE MEDICAL STAFFING INC,77074,8203.75
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CHESAPEAKE MEDICAL STAFFING INC,CHESAPEAKE MEDICAL STAFFING INC,21093,371348.04
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CHESAPEAKE TREATMENT CENTERS,CHESAPEAKE TREATMENT CENTERS,21229,26706.27
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CITIROOF CORP,CITIROOF CORP,21046,1744133
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CITY OF ROCKVILLE,CITY OF ROCKVILLE,20850,194622.24
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CLAIRE WEISZ ARCHITECTS LLP,CLAIRE WEISZ ARCHITECTS LLP,10013,145044.9
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"CLARK AZAR & ASSOCIATES, INC",CLARK AZAR & ASSOCIATES INC.,20874,229496.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"CLEARY JR, VINCENT","CLEARY JR, VINCENT",21090,11175.1
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"CLEARY JR, VINCENT","CLEARY JR, VINCENT",20763,31538.71
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CLIFTONLARSONALLEN LLP,CLIFTONLARSONALLEN LLP,19182,132600
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CLINTON LEARNING SOLUTIONS LLC,CLINTON LEARNING SOLUTIONS LLC,20603,26432.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"CLOUD CONNEXTIONS, LLC","CLOUD CONNEXTIONS, LLC",80134,61425
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COASTAL ACQUISITION CORPORATION,COASTAL ACQUISITION CORPORATION,20794,711751.8
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COLE ROOFING CO INC,COLE ROOFING CO INC,21229,2924804
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COLLEGE ENTRANCE EXAMINATION BOARD,COLLEGE ENTRANCE EXAMINATION BOARD,10003,147658
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COLLEGE ENTRANCE EXAMINATION BOARD,COLLEGE ENTRANCE EXAMINATION BOARD,10087,20928
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"COLLEGETRACKS, INC","COLLEGETRACKS, INC",20910,650000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"COLOSSAL CONTRACTORS, INC","COLOSSAL CONTRACTORS, INC",20866,690503.18
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COMCAST,COMCAST,19101,1000863.01
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COMCAST,COMCAST,21236,18825.89
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COMMISSIONERS OF POOLESVILLE,COMMISSIONERS OF POOLESVILLE,20837,25453.35
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COMMUNITY PRODUCTS LLC,COMMUNITY PRODUCTS LLC,12471,331704.75
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COMMUNITY PRODUCTS LLC,COMMUNITY PRODUCTS LLC,12487,490
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COMMUNITY SERVICES FOR AUTISTIC ADULTS AND CHILDREN,COMMUNITY SERVICES FOR AUTISTIC ADULTS AND CHILDREN,20886,2430989.65
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COMMUNITY SUPPORT SERVICES,COMMUNITY SUPPORT SERVICES,20877,4541496.81
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CONAGRA BRANDS INC,CONAGRA BRANDS INC,60693,41164.2
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CONSTELLATION NEWENERGY INC,CONSTELLATION NEWENERGY INC,21275,100641.3
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CONSTELLATION NEWENERGY INC,CONSTELLATION NEWENERGY INC,21231,28770.13
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CONTROL SOURCES LLC,CONTROL SOURCES LLC,21221,529126.51
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COSMOS AIR PURIFICATION & ENVIRONMENTAL SYSTEMS INC,COSMOS AIR PURIFICATION & ENVIRONMENTAL SYSTEMS INC,20785,100523.15
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COUGHLAN COMPANIES INC,COUGHLAN COMPANIES LLC,60689,77222.99
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COUGHLAN COMPANIES LLC,COUGHLAN COMPANIES LLC,60677,351185.93
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,COUNTRY PURE FOODS INC,COUNTRY PURE FOODS INC.,44308,31154.74
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"COUNTRY PURE FOODS, INC.",COUNTRY PURE FOODS INC.,44308,15472.51
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CRAIG GAULDEN & DAVIS INC,CRAIG GAULDEN & DAVIS INC,29601,91187
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CRICK SOFTWARE INC,CRICK SOFTWARE INC,06880,45600
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CRISIS PREVENTION INSTITUTE INC,CRISIS PREVENTION INSTITUTE INC,53224,103262
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CRISWELL CHEVROLET INC,CRISWELL CHEVROLET INC,20878,289592.7
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CULINARY VENTURES MARYLAND,CULINARY VENTURES MARYLAND,20736,135775.09
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,CURRICULUM ASSOCIATES LLC,CURRICULUM ASSOCIATES LLC,31193,265922.26
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"CURVATURE, INC","CURVATURE, INC",60693,66897.54
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,D & F CONSTRUCTION CO INC,D & F CONSTRUCTION CO INC,20747,72469.63
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DAIKIN APPLIED AMERICAS INC,DAIKIN APPLIED AMERICAS INC,60673,1136004.43
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DAIRY MAID DAIRY LLC,DAIRY MAID DAIRY LLC,21701,2371006.22
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DAKTRONICS INC,DAKTRONICS INC,55486,164293.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"DAMAS, STANISLAW","DAMAS, STANISLAW",80231,125730
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DATA NETWORKS OF AMERICA INC,DATA NETWORKS OF AMERICA INC,21031,16049920
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DAWKINS MANAGEMENT INC,DAWKINS MANAGEMENT INC,21601,153381.75
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DAYBREAK CANYON LLC,DAYBREAK CANYON LLC,83837,108000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DAYCON PRODUCTS CO INC,DAYCON PRODUCTS CO INC,21264,42831.32
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DELL MARKETING LP,DELL MARKETING LP,60680,732727.76
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DELMAR ARCHITECTS PA,DELMAR ARCHITECTS PA,20855,572318.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DELMAR ARCHITECTS PA,DELMAR ARCHITECTS PA,20832,60750
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"DELTA ENGINEEERS, ARCHITECTS & LAND SURVEYORS DPC","DELTA ENGINEERS, ARCHITECTS & LAND SURVEYORS DPC",13760,172324.15
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DEMCO INC,DEMCO INC,53708,55971.51
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DEMPSEY UNIFORM AND LINEN SUPPLY INC,DEMPSEY UNIFORM AND LINEN SUPPLY INC,18434,44034.12
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DENVER-ELEK INC,DENVER-ELEK INC,21221,4156942.8
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DESIGN COLLECTIVE INC,DESIGN COLLECTIVE INC,21202,870203.65
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DIDAX INC,DIDAX INC,01969,522841.79
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DIGITAL INFORMATION SERVICES LLC,DIGITAL INFORMATION SERVICES LLC,20854,45201.78
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DISCOVERY EDUCATION INC,DISCOVERY EDUCATION INC,30374,326915
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DIVERSIFIED EDUCATIONAL SYSTEMS INC,DIVERSIFIED EDUCATIONAL SYSTEMS INC,20118,313369
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DLA PIPER RUDNICK GRAY CARY US LLP,DLA PIPER RUDNICK GRAY CARY US LLP,21275,49145.65
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DLR GROUP OF DC PC,DLR GROUP OF DC PC,20004,618688
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DONALD B RICE TIRE CO INC,DONALD B RICE TIRE CO INC,21704,60119.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DORI FOODS INC,DORI FOODS INC,23230,401646.68
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DOURON INC,DOURON INC,21117,6033466.2
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DR JOSE MEDINA EDUCATIONAL SOLUTIONS,DR JOSE MEDINA EDUCATIONAL SOLUTIONS,20814,74100
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DREAMBOX LEARNING,DREAMBOX LEARNING,98004,241400
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DS SERVICES OF AMERICA INC,DS SERVICES OF AMERICA INC,75266,68780.17
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DUBOIS CONSTRUCTION INC,DUBOIS CONSTRUCTION INC,21244,2253561.37
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,DUSTIN CONSTRUCTION INC,DUSTIN CONSTRUCTION INC,21754,20031182.01
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,E&R SERVICES INC,E&R SERVICES INC,20706,94973.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,E.A.R.N CONTRACTORS INC,E.A.R.N CONTRACTORS INC,20877,452577.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EAST WEST TELECOMMUNICATIONS INC,EAST WEST TELECOMMUNICATIONS INC,20877,431254.58
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EBSCO INDUSTRIES INC,EBSCO INDUSTRIES INC,94104,2594
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EBSCO INDUSTRIES INC,EBSCO INDUSTRIES INC,75320,28694.42
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EBSCO INDUSTRIES INC,EBSCO INDUSTRIES INC,60087,712.08
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ECM CORPORATION,ECM CORPORATION,20744,291747.51
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"EDG2, INC","EDG2, INC",17402,70540
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EDMENTUM INC,EDMENTUM INC,60677,274118
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EDUPOINT EDUCATIONAL SYSTEMS LLC,EDUPOINT EDUCATIONAL SYSTEMS LLC,85204,2896831.16
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EIS OFFICE SOLUTIONS,EIS OFFICE SOLUTIONS,77018,89606.14
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ELCON ENTERPRISES INC,ELCON ENTERPRISES INC,20772,473713.78
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ELECTUDE USA LLC,ELECTUDE USA LLC,02451,29292
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EMH ENVIRONMENTAL INC,EMH ENVIRONMENTAL INC,21738,964839
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EMPIRE LANDSCAPE LLC,EMPIRE LANDSCAPE LLC,20905,689547.75
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ENCYCLOPAEDIA BRITANNICA INC.,ENCYCLOPAEDIA BRITANNICA INC.,02284,69741.42
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"ENEL X NORTH AMERICA, INC","ENEL X NORTH AMERICA, INC",91185,193800
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ENGINEERING CONSULTING SERVICES LTD,ENGINEERING CONSULTING SERVICES LTD,20151,53648.63
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ENSOFT CONSULTING INC,ENSOFT CONSULTING INC,60540,49882.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"EPISERVER, INC",EPISERVER INC.,03063,504896.95
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EQUAL EYES VISION SERVICES,EQUAL EYES VISION SERVICES,27502,30550
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EQUAL OPPORTUNITY SCHOOLS,EQUAL OPPORTUNITY SCHOOLS,98109,125000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ESPINA PAVING INC,ESPINA PAVING INC,22191,804302.8
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EVERYMIND INC,EVERYMIND INC,20851,30000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,EXELON CORPORATION,EXELON CORPORATION,60693,2005337.49
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"EXPLORELEARNING, LLC","EXPLORELEARNING, LLC",02284,96602.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,F A BARTLETT TREE EXPERT COMPANY,F A BARTLETT TREE EXPERT COMPANY,06905,37996.49
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,F A BARTLETT TREE EXPERT COMPANY,F A BARTLETT TREE EXPERT COMPANY,06902,2645
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FACILITY DYNAMICS ENGINEERING,FACILITY DYNAMICS ENGINEERING,21046,78509.74
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FAMILY SERVICES INC,FAMILY SERVICES INC,20877,161816.54
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FAMILY SOLUTIONS NETWORK INC,FAMILY SOLUTIONS NETWORK INC,83805,200500
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FERGUSON ENTERPRISES INC,FERGUSON ENTERPRISES INC,02241,382704.39
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FINLEY ASPHALT AND CONCRETE INC,FINLEY ASPHALT AND CONCRETE INC,20136,396423.75
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FIRE & LIFE SAFETY AMERICA INC,FIRE & LIFE SAFETY AMERICA INC,21076,280310.33
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FISHER SCIENTIFIC COMPANY,FISHER SCIENTIFIC COMPANY,02241,50311.1
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FITCHCO INC,FITCHCO INC,21230,36278.9
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FITZ FLOORING LLC,FITZ FLOORING LLC,21037,349354.98
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FLEETPRIDE INC,FLEETPRIDE INC,75284,97255.03
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FLOCABULARY INC,FLOCABULARY INC.,11201,2000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"FLOCABULARY, INC",FLOCABULARY INC.,11201,26000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FOLLETT HIGHER EDUCATION GROUP INC,FOLLETT HIGHER EDUCATION GROUP INC,20850,365923.7
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FOLLETT SCHOOL SOLUTIONS INC,FOLLETT SCHOOL SOLUTIONS INC,60693,955502.03
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FOLLETT SCHOOL SOLUTIONS INC,FOLLETT SCHOOL SOLUTIONS INC,60050,452.39
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,FORM PLASTICS COMPANY,FORM PLASTICS COMPANY,60174,323059.97
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"FPC HOLDINGS, INC","FPC HOLDINGS, INC",21075,154105.14
